53.4509,51.587,55.88,1001,"R225, Kinel'-Cherkasskiy rayon, Volga Federal District, Russia"
55.7538,37.6228,1,1149,"ulitsa Il'inka 1, Moscow, Central Federal District 109012, Russia"
44.3237,-65.226,122.58,687,"Queens, NS B0T, Canada"
51.1209,8.36998,627.71,746,"Street, Schmallenberg, NW 57392, Germany"
59.909,10.745,22,1674,"Rdhusgata 7, Oslo, Oslo 0151, Norway"
51.4664,5.31437,18.4,4606,"North Brabant 5688, Netherlands"
42.3363,-1.80263,322.06,3223,"Calle Valle de Roncal 41, Peralta, Chartered Community of Navarre 31350, Spain"
49.2494,16.6099,374.08,1943,"Brno, South Moravia 644 00, Czech Republic"
54.5789,55.9137,119.1,706,"R240, Ufimskiy rayon, Volga Federal District 450056, Russia"
58.4186,34.9414,179.48,2164,"R8, Moshenskoy rayon, Northwestern Federal District 174450, Russia"
36.8447,14.7911,443.79,994,"Contrada Treccasucce 24, Modica, Sic. 97015, Italy"
35.2252,139.885,57,540,"Chiba, Japan"
48.6414,-0.510644,285.65,2505,"Street, La Ferrire-aux-tangs, Lower Normandy 61450, France"
46.5751,19.8723,87.3,3964,"M5, Petfiszlls, Bcs-Kiskun 6113, Hungary"
44.4334,15.1988,57.2,2725,"Lukovo ugarje 90, Karlobag, Lika-Senj 53288, Croatia"
53.872,59.2727,532.69,1092,"Verkhneural'skiy rayon, Ural Federal District 457670, Russia"
53.3262,83.8006,-9999,2158,"Barnaul, Barnaul, Siberian Federal District 656049, Russia"
33.7291,134.531,21.8,242,"Tokushima, Japan"
43.3986,40.0037,41,793,"Urozhaynaya ulitsa 79A, Sochi, Southern Federal District 354376, Russia"
51.1405,13.8602,214.5,1270,"Roter Grabenweg, Dresden, SN 01465, Germany"
59.9027,29.6362,47,2596,"Lugovaya ulitsa, Lomonosovskiy rayon, Northwestern Federal District 188530, Russia"
59.8424,30.5286,15.85,7070,"41K-078, Vsevolozhskiy rayon, Northwestern Federal District 188681, Russia"
49.6173,8.9935,249.45,1457,"Sgewerk 1, Ebersberg, HE 64711, Germany"
32.7162,-83.7096,116.94,2228,"7118 Goodall Mill Rd, Macon, GA 31216, United States"
52.2347,-1.69191,74.03,1609,"The Green, Snitterfield, England CV37 0, United Kingdom"
52.4619,-2.62199,281.82,1756,"Street, Craven Arms, England SY7 9, United Kingdom"
53.5999,51.8989,93.6,684,"R225, Pokhvistnevskiy rayon, Volga Federal District 446472, Russia"
51.0497,3.37075,16,2863,"Groene-Sprietstraat & Vlaagtweg, Ruiselede, Flemish Region 8755, Belgium"
49.4695,7.43827,293.5,643,"Street, Glan-Mnchweiler, RP 66907, Germany"
51.0104,7.10666,124.63,3019,"Street, Odenthal, NW 51519, Germany"
58.0859,55.8746,110.86,1756,"Krasnokamskiy rayon, Volga Federal District, Russia"
51.0123,7.36014,203.39,255,"Heiligenhoven, Lindlar, NW 51789, Germany"
53.0551,8.89483,13.12,3115,"Brggeweg 54, Bremen, HB 28309, Germany"
44.4359,39.7775,212.75,890,"03K-076 & 03K-003, Apsheronskiy rayon, Southern Federal District, Russia"
44.2038,3.31372,568.4,905,"D996, Hures-la-Parade, Languedoc-Roussillon 48150, France"
51.2985,-116.928,910.2,4051,"Trans Canada Hwy, Columbia-Shuswap, BC V0A, Canada"
53.3502,-2.88839,33.8,4828,"Match Factory Industrial Park, Garston, England L19 2, United Kingdom"
56.4814,13.0415,59.6,1168,"Kvlinge & Hovsvgen, Laholm, Halland County 312 94, Sweden"
49.5342,8.68721,237.5,2573,"Waldlehrpfad, Weinheim, BW 69469, Germany"
56.8834,60.7042,279.41,1553,"Proezzhaya ulitsa 215, Yekaterinburg, Ural Federal District 620033, Russia"
47.2847,24.4249,335.8,2725,"Strada Nacu Vasile, Nasaud, Bistria-Nsud 425200, Romania"
47.608,12.2636,1803.97,3682,"Ebbs, Tyrol 6341, Austria"
43.6375,10.9374,109.73,493,"Via Eugenio Curiel 4, Castelfiorentino, Tosc. 50051, Italy"
47.6905,10.3266,744.14,584,"Illerstrae, Sulzberg, BY 87477, Germany"
52.1043,-1.04844,131.21,1479,"South Northamptonshire, England, United Kingdom"
18.5322,-72.3041,147.37,4288,"MajorRoad, Haiti"
51.3405,9.86343,130.4,2563,"Am Eschenbornrasen 1, Witzenhausen, HE 37213, Germany"
64.1756,-51.6449,188.54,65,"Greenland"
55.8126,49.2003,98.22,2423,"Kazan, Kazan, Volga Federal District 420088, Russia"
50.2702,40.2971,177.21,1241,"Don, Verkhnemamonskiy rayon, Central Federal District, Russia"
55.7832,49.2375,98.41,2983,"Kazan, Kazan, Volga Federal District 420100, Russia"
55.7468,37.6782,147.8,2189,"Moscow, Moscow, Central Federal District 105120, Russia"
54.7363,20.5242,23.6,2081,"ulitsa Tel'mana 48, Kaliningrad, Northwestern Federal District 236008, Russia"
39.2754,141.881,15.01,2062,"Iwate, Japan"
57.5956,34.5262,158.8,2398,"Yamskaya ulitsa 48, Vyshniy Volochyok, Central Federal District, Russia"
-27.5781,151.987,742.8,3221,"Tourist Rd, Rangeville, QLD 4350, Australia"
51.273,-2.12685,77.52,2772,"53 Lower Road, Bratton, England BA13 4, United Kingdom"
48.3302,17.0482,198.21,4748,"Zvonnska 247/53, Lozorno, Bratislava 900 55, Slovakia"
6.5541,-0.760496,269.4,962,"Agogo-Nkawkaw Road, Nkawkaw, Eastern, Ghana"
58.0318,38.9461,120.03,7072,"Rybinsk, Rybinsk, Central Federal District 152908, Russia"
55.7665,37.4132,1,2628,"Moscow, Moscow, Central Federal District 121614, Russia"
64.1695,35.3282,45.47,1067,"Belomorskiy rayon, Northwestern Federal District, Russia"
46.1716,14.7023,385.3,4627,"A1, Lukovica, Domale 1225, Slovenia"
35.6524,139.737,19.21,1237,"Tokyo, Tokyo, Japan"
39.8172,44.9854,1814,1699,"Armenia, Armenia"
50.7675,10.3212,287.87,2051,"Eisenacher Strae, Breitungen/Werra, TH 98597, Germany"
68.4368,17.4332,112,375,"Selsbanes gate 30, Narvik, Nordland 8514, Norway"
48.1957,15.6079,285.53,1401,"St Polten, Lower Austria 3100, Austria"
52.4757,0.053716,57.9,373,"Isle of Ely Way, Chatteris, England PE16 6, United Kingdom"
43.765,11.2377,85,934,"Piazza di San Francesco di Paola, Florence, Tosc. 50124, Italy"
