54.5418,52.6722,230.95,150,"16K-0606, Leninogorskiy rayon, Volga Federal District 423280, Russia"
55.6866,37.4764,1,328,"ulitsa Lobachevskogo, Moscow, Central Federal District 119361, Russia"
46.7927,-60.8655,32.07,26,"Inverness, NS B0E, Canada"
51.1227,8.39269,725.2,164,"Street, NW 57392, Germany"
60.073,11.1529,549,305,"E6, Klfta, Akershus 2040, Norway"
51.6325,10.1598,133.76,198,"Mhlenstrae 3, Bilshausen, NI 37434, Germany"
42.3365,-1.80368,278.32,778,"Calle Caada 38, Peralta, Chartered Community of Navarre 31350, Spain"
60.7777,24.8022,99.57,59,"Karantie 102, Riihimki, Southern Finland 11120, Finland"
53.9837,48.4119,231.04,138,"Sengileevskiy rayon, Volga Federal District 433380, Russia"
54.9711,-2.09777,36.61,93,"Hallgate, Hexham, England NE46 1, United Kingdom"
50.7326,4.47975,89,171,"Chausse de Bruxelles 27, La Hulpe, Walloon Region 1310, Belgium"
45.6179,12.5703,-49,152,"Via Alcide De Gasperi, Musile di Piave, Ven. 30024, Italy"
59.2192,10.8763,90.02,633,"Gressvik, stfold 1621, Norway"
48.32,16.4065,221.66,59,"Hagenbrunn, Lower Austria 2102, Austria"
44.8203,15.8602,259.7,89,"Ulica Dr. Irfana Ljubijankia, Bihac, Federation of Bosnia and Herzegovina 77000, Bosnia and Herzegovina"
53.8626,59.2095,410.42,256,"ulitsa Pobedy 31, Verkhneural'skiy rayon, Ural Federal District 457670, Russia"
53.3456,83.7799,-9999,269,"prospekt Lenina, Barnaul, Siberian Federal District 656038, Russia"
35.3311,136.978,211.8,496,"Aichi, Japan"
43.1186,40.5787,53.9,322,"S1, Gudauta, Gudauta, Georgia"
51.1408,7.33735,367,109,"Street, Hckeswagen, NW 42499, Germany"
59.7471,29.6235,142.01,104,"Lomonosovskiy rayon, Lomonosovskiy rayon, Northwestern Federal District 188520, Russia"
59.8636,30.4168,15.85,92,"Yuzhnoe shosse & Sofiyskaya ulitsa, Saint Petersburg, Northwestern Federal District 192241, Russia"
51.1586,8.31558,465.77,127,"Street, Schmallenberg, NW 57392, Germany"
46.2446,9.13358,636.05,161,"Roveredo, GR 6535, Switzerland"
52.0138,-1.76193,155.46,129,"Arterial, Blockley, England GL56 9, United Kingdom"
53.8191,-3.06042,8.32,25,"Blackpool, England, United Kingdom"
53.2623,50.4897,86,187,"R225, Kinel'skiy rayon, Volga Federal District 446412, Russia"
37.9666,-1.14368,97.1,113,"Carretera Partidores, Aljucer, Regin de Murcia 30010, Spain"
53.2129,48.5556,102.1,90,"Ural & R227, Syzranskiy rayon, Volga Federal District 446073, Russia"
37.7458,-25.6626,94.5,126,"Ponta Delgada, Azores 9500-348, Portugal"
46.6137,6.50229,632.5,67,"Chemin du Stand 1, Cossonay, VD 1304, Switzerland"
47.8946,14.0239,536,158,"Steinbach am Ziehberg 212, Steinbach am Ziehberg, Upper Austria 4562, Austria"
52.2986,13.0382,51.08,329,"E30, Michendorf, BB 14552, Germany"
7.87782,126.076,133.69,374,"Daang Maharlika, Monkayo, Davao Region, Philippines"
51.9958,-1.24743,138.09,48,"Croughton Road, Aynho, England OX17 3, United Kingdom"
51.4364,-116.369,1582.7,76,"Trans Canada Hwy, Columbia-Shuswap, BC V0A, Canada"
53.3572,-2.92128,5.5,175,"14 Stanlowe View, Liverpool, England L19 0, United Kingdom"
52.6722,22.33,149,97,"694, Nur, MA 07-322, Poland"
50.8703,39.069,124.1,157,"ulitsa Kramskogo 77, Ostrogozhskiy rayon, Central Federal District, Russia"
56.8429,60.6433,272.19,175,"prospekt Lenina, Yekaterinburg, Ural Federal District 620062, Russia"
